---𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144 

----|----------|------|-------|---------|-------------|1446398661|2015/11/01 17:24:21|
 800| 400000000| 547.0|09:07.0| 463320.8|05 08:42:00.8|1446959516|2015/11/08 05:11:56|0.36792449839612881914137126868540111666936895754026677061768547157786146587515616571429556923665337175104563706995181978914188276015934180872381844612283997037923961459917627971947172647355858332497841660639225278403116862811481903079823496168504310180818243718469282388304158544356284032353438268249705042652917913445402920943696327771072770203035025377273113281956941037888186737346920825920722779218196880915344309310802631255848693653655405449676849369594298090540722313258901688171891633549044891
 801| 400500000| 546.9|09:06.9| 463867.6|05 08:51:07.6|1446960063|2015/11/08 05:21:03|0.36792447026087666120055149865843756760807941329293506376065499806236623258899920605695760373180264469694488655681355289044411471691048457865959223167246559623025931144967889073223597455352579591664318913507211200000779008891768057464525239428142560594128098787573639846346972485389323634582573418320065952075231148159162304167720809255632572483476563721892040880879346934994736153725521125219516031385172466460354484215239464475174283552797900834381216470775191305294770433277262318329101205625247467
 802| 401000000| 546.8|09:06.8| 464414.4|05 09:00:14.4|1446960610|2015/11/08 05:30:10|0.36792444217826403408999405514622660436401361108107282235651971571667408676532773538248657027172512643503971794304035881458862746482326217205440446773104435144518008396491171465426610880724764867943488028127870692635579728538357407227577083117584278814602184694339687683043075616663274868549425967847363342638164625397452080368626246495727416283288229819250941269492004175068791126405386186008700217769256958942559091728054129993181859448183732996056310832189925984385338226767321562270429199823614855
 803| 401500000| 546.9|09:06.9| 464961.3|05 09:09:21.3|1446961157|2015/11/08 05:39:17|0.3679244141481270001001069259835767981502374354094047975049304209400469472630362119281903453070857272121901789675854803148813180114106102009712778861958750889098617715073242662468551167932868807645209931575233485022025766565396503769774946941808908387865344084873498998223319776284901970299479000522767328801971778684748209224333857224298845113718725459775448356770594974670246568682999359242889127226896670480351765669189480916556370657812604518776005732367687477342267790244066177767026685648330496
 804| 402000000| 547.0|09:07.0| 465508.3|05 09:18:28.3|1446961703|2015/11/08 05:48:23|0.36792438617030233541260295252687382417080475509617390230683815765372604393608054203314255670475916178925947479225100761880639842849695987898398286912685165031505390467091199175773795861888417948738499619786683948215911084149804574115876148671283731944677968173602552977490203903305416223195377812850074426040206488700187476778026256606636177240600296154010040065516806553312822385897469116462887402688153882323143836661496514411145444060388188194129216151771407105739976216471896548750345100660003302
 805| 402500000| 546.9|09:06.9| 466055.2|05 09:27:35.2|1446962250|2015/11/08 05:57:30|0.36792435824462752610851261898703345000078056972431253608597086377388245686286194179097550715885321668375386443807098696264186636067848810618658768944841519109042815002738203134889199404755380017579983727577134838372818465011107350487907685788565550414885130498682231194984719449848677287506154021979505879176401946665247582014553827716685058757401005962961926293957538574541496913726256314590053006384427618911242936758323307379798257317658011215748243647976669398304126199357933547881047530370913581
 806| 403000000| 546.6|09:06.6| 466601.8|05 09:36:41.8|1446962797|2015/11/08 06:06:37|0.3679243303709407642034462183699491975755507819463442044599964783047786817179378295138518010214871804693909813865578287755733229631548056695450895927972550920014571076042500256526600910935889338416998347700804902188782497868453975629914322968643149460834064273169524931862384703774627646510107533972048390089297421632578769581261835384914597575163334969308622766677500747345547227080676994693711233216820100637171072446215584583635703614125644097188094309776425173960131148822998683608656732356024783
 807| 403500000| 546.6|09:06.6| 467148.4|05 09:45:48.4|1446963344|2015/11/08 06:15:44|0.36792430254908094370988584390484755506709235195114278553521951307470801100514785630781678119376066320098083920146657494827227140337716887981523834564093452009159312315583422647481975119989917837451216912395747056023184243285687547005108057710012609104885423656294317915215539899097861400490011170452077855961302558792177017305659814634392447434495587500162334235372195383040893855225000318322229678293157390066007135595269498295777349781038039442943286751075436863626370881694497096150300681610189679
 808| 404000000| 546.8|09:06.8| 467695.2|05 09:54:55.2|1446963890|2015/11/08 06:24:50|0.36792427477888765672628969340509424541257032068246290510913997484001372803337987825809958673167869621888006311906404452565083802545028349322278510518485894867244283545349368330465188299479508965127062256377539656944379532073214315346452386103288624996169070172667256237103212797173817164355129174086820501053897312399748106786660400443368330792401754213293654504660223684713754654210371811795372986760516216183255548436233589546007263256497497102910478775018462671981580235140305869255853946876668748
 809| 404500000| 546.8|09:06.8| 468242.0|05 10:04:02.0|1446964437|2015/11/08 06:33:57|0.36792424706020118955279319114451484204068280225994074284637146491216203400323713280899892372905330314876358840550781709068282019950429842196558031859610200907113644249569611662477167512901060991547454124354526841270283595030795851079173707572914946038263963160920307718876744077116449094454960310056972560975830511263352770376470568172439282647336017846120253729356376617409243463864828639580227497335953399853747840774468019064588002854211985938173330774684627019122605775666469244101713282878125064
 810| 405000000| 546.7|09:06.7| 468788.7|05 10:13:08.7|1446964984|2015/11/08 06:43:04|0.36792421939286251883329342779656989548932146423325496575280773987057762254871457763281418533357666716333426511172446234613096890318900011345030656063580211548880155100336756740442512036562248242073744942047001494437726696628409329515710490637040345760044902678582868537322490771600311462771633744919023781692962670786242357369613543819712603981685370050848609004202909272763413803814268237139921715243280249676666361976112947162095421522508609603780935304301844100110771939656709195980183372679164862
 811| 405500000| 546.6|09:06.6| 469335.4|05 10:22:15.4|1446965531|2015/11/08 06:52:11|0.36792419177671330772370539402187114530418353230145426876348155315332275910243218426989234911619372568998334353258755306323870405022160786473435958871297761853581456006869460732095522378751650453963098282667850550488163420016596015369083565384711315290781657103271029307714249519114125620704046575611550647005189738473074174898156603967097262878756728825615595427187989901762980136284357085358369891817126529041485473820781053691657028552814690939013556926511075640291305290405194532478982751872177753
 812| 406000000| 546.7|09:06.7| 469882.1|05 10:31:22.1|1446966077|2015/11/08 07:01:17|0.3679241642115959020861804376464444207797198803001024911410675859531109822991759993324910794535453354275696786995435822196922966663027669687157513862255523087025066582172957052693211006995004704453646757299786612856253228986313639978979442777071920106923410357758568815101834015542606006412630719778343961618717357238421537263611939143038943503297204846873964933587399378739309961498137181010105833931925683857098970856993288857081477439832219302932139522219812954965300934393890517983840174105424257
 813| 406500000| 546.5|09:06.5| 470428.7|05 10:40:28.7|1446966624|2015/11/08 07:10:24|0.36792413669735332670907930829057560673471931005114937027253292209990585438195492420189444111932907792652750777595217315947459996223605971986228899497233704371188683286549347720488420431644817837466869288706963028568130926145754949950689297056936829240257576164711309151406229333462557796648122680223679453181001853392751201634060592050158288557238475902869926855903742659586408446511155630597273745994713134626436140803943704069287665947208891056223703823177109652129833425037195234558444266376493252
 814| 407000000| 546.7|09:06.7| 470975.4|05 10:49:35.4|1446967171|2015/11/08 07:19:31|0.36792410923382928155249406702463844938378566933917737518811415920539125238785812579192461341687075039752435879550960947144693301094578127259782134498785160772334726573349598384121393025851200989644734609035777790332071837935694046942205614655824797218661565344041615867309410171249866713473094883868285096074781152115981563490066175747460690510227695861757749285409863066103026905293691232167226877056377812080101706002231089600358758108267063263987068163947191091626542067571607638334047085212395216
 815| 407500000| 546.8|09:06.8| 471522.2|05 10:58:42.2|1446967717|2015/11/08 07:28:37|0.36792408182086813801911503237954167077718614384796234816112822430584449775488229042963144303508335481362371598381195927019715553807397568553443995191155743605407857486835674741967522171882904026620592635752150413076996584557185988354759091243748262493845704509297090226169397907044266215150185362380059519452661232723396208156695392780588517434203220423819170706273521772848837425584301495637020826756886876615535114188932170160926628549554060009342020956096799303478175273182079777228272211358955245
